x,y,name
74,-36,3574
74,-37,3674
74,-38,3774
74,-39,3874
74,-40,3974
74,-41,4074
74,-42,4174
74,-43,4274
74,-44,4374
74,-45,4474
74,-46,4574
74,-47,4674
74,-48,4774
74,-49,4874
74,-50,4974
74,-51,5074
74,-52,5174
74,-53,5274
74,-54,5374
74,-55,5474
74,-56,5574
74,-57,5674
74,-58,5774
74,-59,5874
74,-60,5974
74,-61,6074
74,-62,6174
74,-63,6274
74,-64,6374
74,-65,6474
74,-66,6574
74,-67,6674
74,-68,6774
74,-69,6874
74,-70,6974
74,-71,7074
74,-72,7174
74,-73,7274
74,-74,7374
74,-75,7474
74,-76,7574
74,-77,7674
74,-78,7774
74,-79,7874
74,-80,7974
75,-25,2475
75,-26,2575
75,-27,2675
75,-28,2775
75,-29,2875
75,-30,2975
75,-31,3075
75,-32,3175
75,-33,3275
75,-34,3375
75,-35,3475
75,-36,3575
75,-37,3675
75,-38,3775
75,-39,3875
75,-40,3975
75,-41,4075
75,-42,4175
75,-43,4275
75,-44,4375
75,-45,4475
75,-46,4575
75,-47,4675
75,-48,4775
75,-49,4875
75,-50,4975
75,-51,5075
75,-52,5175
75,-53,5275
75,-54,5375
75,-55,5475
75,-56,5575
75,-57,5675
75,-58,5775
75,-59,5875
75,-60,5975
75,-61,6075
75,-62,6175
75,-63,6275
75,-64,6375
75,-65,6475
75,-66,6575
75,-67,6675
75,-68,6775
75,-69,6875
75,-70,6975
75,-71,7075
75,-72,7175
75,-73,7275
75,-74,7375
75,-75,7475
75,-76,7575
75,-77,7675
75,-78,7775
75,-79,7875
75,-80,7975
76,-25,2476
76,-26,2576
76,-27,2676
76,-28,2776
76,-29,2876
76,-30,2976
76,-31,3076
76,-32,3176
76,-33,3276
76,-34,3376
76,-35,3476
76,-36,3576
76,-37,3676
76,-38,3776
76,-39,3876
76,-40,3976
76,-41,4076
76,-42,4176
76,-43,4276
76,-44,4376
76,-45,4476
76,-46,4576
76,-47,4676
76,-48,4776
76,-49,4876
76,-50,4976
76,-51,5076
76,-52,5176
76,-53,5276
76,-54,5376
76,-55,5476
76,-56,5576
76,-57,5676
76,-58,5776
76,-59,5876
76,-60,5976
76,-61,6076
76,-62,6176
76,-63,6276
76,-64,6376
76,-65,6476
76,-66,6576
76,-67,6676
76,-68,6776
76,-69,6876
76,-70,6976
76,-71,7076
76,-72,7176
76,-73,7276
76,-74,7376
76,-75,7476
76,-76,7576
76,-77,7676
76,-78,7776
76,-79,7876
76,-80,7976
77,-25,2477
77,-26,2577
77,-27,2677
77,-28,2777
77,-29,2877
77,-30,2977
77,-31,3077
77,-32,3177
77,-33,3277
77,-34,3377
77,-35,3477
77,-36,3577
77,-37,3677
77,-38,3777
77,-39,3877
77,-40,3977
77,-41,4077
77,-42,4177
77,-43,4277
77,-44,4377
77,-45,4477
77,-46,4577
77,-47,4677
77,-48,4777
77,-49,4877
77,-50,4977
77,-51,5077
77,-52,5177
77,-53,5277
77,-54,5377
77,-55,5477
77,-56,5577
77,-57,5677
77,-58,5777
77,-59,5877
77,-60,5977
77,-61,6077
77,-62,6177
77,-63,6277
77,-64,6377
77,-65,6477
77,-66,6577
77,-67,6677
77,-68,6777
77,-69,6877
77,-70,6977
77,-71,7077
77,-72,7177
77,-73,7277
77,-74,7377
77,-75,7477
77,-76,7577
77,-77,7677
77,-78,7777
77,-79,7877
77,-80,7977
78,-25,2478
78,-26,2578
78,-27,2678
78,-28,2778
78,-29,2878
78,-30,2978
78,-31,3078
78,-32,3178
78,-33,3278
78,-34,3378
78,-35,3478
78,-36,3578
78,-37,3678
78,-38,3778
78,-39,3878
78,-40,3978
78,-41,4078
78,-42,4178
78,-43,4278
78,-44,4378
78,-45,4478
78,-46,4578
78,-47,4678
78,-48,4778
78,-49,4878
78,-50,4978
78,-51,5078
78,-52,5178
78,-53,5278
78,-54,5378
78,-55,5478
78,-56,5578
78,-57,5678
78,-58,5778
78,-59,5878
78,-60,5978
78,-61,6078
78,-62,6178
78,-63,6278
78,-64,6378
78,-65,6478
78,-66,6578
78,-67,6678
78,-68,6778
78,-69,6878
78,-70,6978
78,-71,7078
78,-72,7178
78,-73,7278
78,-74,7378
78,-75,7478
78,-76,7578
78,-77,7678
78,-78,7778
78,-79,7878
78,-80,7978
79,-25,2479
79,-26,2579
79,-27,2679
79,-28,2779
79,-29,2879
79,-30,2979
79,-31,3079
79,-32,3179
79,-33,3279
79,-34,3379
79,-35,3479
79,-36,3579
79,-37,3679
79,-38,3779
79,-39,3879
79,-40,3979
79,-41,4079
79,-42,4179
79,-43,4279
79,-44,4379
79,-45,4479
79,-46,4579
79,-47,4679
79,-48,4779
79,-49,4879
79,-50,4979
79,-51,5079
79,-52,5179
79,-53,5279
79,-54,5379
79,-55,5479
79,-56,5579
79,-57,5679
79,-58,5779
79,-59,5879
79,-60,5979
79,-61,6079
79,-62,6179
79,-63,6279
79,-64,6379
79,-65,6479
79,-66,6579
79,-67,6679
79,-68,6779
79,-69,6879
79,-70,6979
79,-71,7079
79,-72,7179
79,-73,7279
79,-74,7379
79,-75,7479
79,-76,7579
79,-77,7679
79,-78,7779
79,-79,7879
79,-80,7979
