x,y,name
56,-28,2756
56,-29,2856
56,-30,2956
56,-31,3056
56,-32,3156
56,-33,3256
56,-34,3356
56,-35,3456
56,-36,3556
56,-37,3656
56,-38,3756
56,-39,3856
56,-40,3956
56,-41,4056
56,-42,4156
56,-43,4256
56,-44,4356
56,-45,4456
56,-46,4556
56,-47,4656
56,-48,4756
56,-49,4856
56,-50,4956
56,-51,5056
56,-52,5156
56,-53,5256
56,-54,5356
56,-55,5456
56,-56,5556
56,-57,5656
56,-58,5756
56,-59,5856
56,-60,5956
56,-61,6056
56,-62,6156
56,-63,6256
56,-64,6356
56,-65,6456
56,-66,6556
56,-67,6656
56,-68,6756
56,-69,6856
56,-70,6956
56,-71,7056
56,-72,7156
56,-73,7256
56,-74,7356
56,-75,7456
56,-76,7556
56,-77,7656
56,-78,7756
56,-79,7856
56,-80,7956
57,-25,2457
57,-26,2557
57,-27,2657
57,-28,2757
57,-29,2857
57,-30,2957
57,-31,3057
57,-32,3157
57,-33,3257
57,-34,3357
57,-35,3457
57,-36,3557
57,-37,3657
57,-38,3757
57,-39,3857
57,-40,3957
57,-41,4057
57,-42,4157
57,-43,4257
57,-44,4357
57,-45,4457
57,-46,4557
57,-47,4657
57,-48,4757
57,-49,4857
57,-50,4957
57,-51,5057
57,-52,5157
57,-53,5257
57,-54,5357
57,-55,5457
57,-56,5557
57,-57,5657
57,-58,5757
57,-59,5857
57,-60,5957
57,-61,6057
57,-62,6157
57,-63,6257
57,-64,6357
57,-65,6457
57,-66,6557
57,-67,6657
57,-68,6757
57,-69,6857
57,-70,6957
57,-71,7057
57,-72,7157
57,-73,7257
57,-74,7357
57,-75,7457
57,-76,7557
57,-77,7657
57,-78,7757
57,-79,7857
57,-80,7957
58,-25,2458
58,-26,2558
58,-27,2658
58,-28,2758
58,-29,2858
58,-30,2958
58,-31,3058
58,-32,3158
58,-33,3258
58,-34,3358
58,-35,3458
58,-36,3558
58,-37,3658
58,-38,3758
58,-39,3858
58,-40,3958
58,-41,4058
58,-42,4158
58,-43,4258
58,-44,4358
58,-45,4458
58,-46,4558
58,-47,4658
58,-48,4758
58,-49,4858
58,-50,4958
58,-51,5058
58,-52,5158
58,-53,5258
58,-54,5358
58,-55,5458
58,-56,5558
58,-57,5658
58,-58,5758
58,-59,5858
58,-60,5958
58,-61,6058
58,-62,6158
58,-63,6258
58,-64,6358
58,-65,6458
58,-66,6558
58,-67,6658
58,-68,6758
58,-69,6858
58,-70,6958
58,-71,7058
58,-72,7158
58,-73,7258
58,-74,7358
58,-75,7458
58,-76,7558
58,-77,7658
58,-78,7758
58,-79,7858
58,-80,7958
59,-25,2459
59,-26,2559
59,-27,2659
59,-28,2759
59,-29,2859
59,-30,2959
59,-31,3059
59,-32,3159
59,-33,3259
59,-34,3359
59,-35,3459
59,-36,3559
59,-37,3659
59,-38,3759
59,-39,3859
59,-40,3959
59,-41,4059
59,-42,4159
59,-43,4259
59,-44,4359
59,-45,4459
59,-46,4559
59,-47,4659
59,-48,4759
59,-49,4859
59,-50,4959
59,-51,5059
59,-52,5159
59,-53,5259
59,-54,5359
59,-55,5459
59,-56,5559
59,-57,5659
59,-58,5759
59,-59,5859
59,-60,5959
59,-61,6059
59,-62,6159
59,-63,6259
59,-64,6359
59,-65,6459
59,-66,6559
59,-67,6659
59,-68,6759
59,-69,6859
59,-70,6959
59,-71,7059
59,-72,7159
59,-73,7259
59,-74,7359
59,-75,7459
59,-76,7559
59,-77,7659
59,-78,7759
59,-79,7859
59,-80,7959
60,-25,2460
60,-26,2560
60,-27,2660
60,-28,2760
60,-29,2860
60,-30,2960
60,-31,3060
60,-32,3160
60,-33,3260
60,-34,3360
60,-35,3460
60,-36,3560
60,-37,3660
60,-38,3760
60,-39,3860
60,-40,3960
60,-41,4060
60,-42,4160
60,-43,4260
60,-44,4360
60,-45,4460
60,-46,4560
60,-47,4660
60,-48,4760
60,-49,4860
60,-50,4960
60,-51,5060
60,-52,5160
60,-53,5260
60,-54,5360
60,-55,5460
60,-56,5560
60,-57,5660
60,-58,5760
60,-59,5860
60,-60,5960
60,-61,6060
60,-62,6160
60,-63,6260
60,-64,6360
60,-65,6460
60,-66,6560
60,-67,6660
60,-68,6760
60,-69,6860
60,-70,6960
60,-71,7060
60,-72,7160
60,-73,7260
60,-74,7360
60,-75,7460
60,-76,7560
60,-77,7660
60,-78,7760
60,-79,7860
60,-80,7960
61,-25,2461
61,-26,2561
61,-27,2661
61,-28,2761
61,-29,2861
61,-30,2961
61,-31,3061
61,-32,3161
61,-33,3261
61,-34,3361
61,-35,3461
61,-36,3561
61,-37,3661
61,-38,3761
61,-39,3861
61,-40,3961
61,-41,4061
61,-42,4161
61,-43,4261
61,-44,4361
61,-45,4461
61,-46,4561
61,-47,4661
61,-48,4761
61,-49,4861
61,-50,4961
61,-51,5061
61,-52,5161
61,-53,5261
61,-54,5361
61,-55,5461
61,-56,5561
61,-57,5661
61,-58,5761
61,-59,5861
61,-60,5961
61,-61,6061
61,-62,6161
61,-63,6261
61,-64,6361
61,-65,6461
61,-66,6561
61,-67,6661
61,-68,6761
61,-69,6861
61,-70,6961
61,-71,7061
61,-72,7161
61,-73,7261
61,-74,7361
61,-75,7461
61,-76,7561
61,-77,7661
61,-78,7761
61,-79,7861
61,-80,7961
62,-25,2462
62,-26,2562
62,-27,2662
62,-28,2762
62,-29,2862
62,-30,2962
62,-31,3062
62,-32,3162
62,-33,3262
62,-34,3362
62,-35,3462
62,-36,3562
62,-37,3662
62,-38,3762
62,-39,3862
62,-40,3962
62,-41,4062
62,-42,4162
62,-43,4262
62,-44,4362
62,-45,4462
62,-46,4562
62,-47,4662
62,-48,4762
62,-49,4862
62,-50,4962
62,-51,5062
62,-52,5162
62,-53,5262
62,-54,5362
62,-55,5462
62,-56,5562
62,-57,5662
62,-58,5762
62,-59,5862
62,-60,5962
62,-61,6062
62,-62,6162
62,-63,6262
62,-64,6362
62,-65,6462
62,-66,6562
62,-67,6662
62,-68,6762
62,-69,6862
62,-70,6962
62,-71,7062
62,-72,7162
62,-73,7262
62,-74,7362
62,-75,7462
62,-76,7562
62,-77,7662
62,-78,7762
62,-79,7862
62,-80,7962
63,-25,2463
63,-26,2563
63,-27,2663
63,-28,2763
63,-29,2863
63,-30,2963
63,-31,3063
63,-32,3163
63,-33,3263
63,-34,3363
63,-35,3463
63,-36,3563
63,-37,3663
63,-38,3763
63,-39,3863
63,-40,3963
63,-41,4063
63,-42,4163
63,-43,4263
63,-44,4363
63,-45,4463
63,-46,4563
63,-47,4663
63,-48,4763
63,-49,4863
63,-50,4963
63,-51,5063
63,-52,5163
63,-53,5263
63,-54,5363
63,-55,5463
63,-56,5563
63,-57,5663
63,-58,5763
63,-59,5863
63,-60,5963
63,-61,6063
63,-62,6163
63,-63,6263
63,-64,6363
63,-65,6463
63,-66,6563
63,-67,6663
63,-68,6763
63,-69,6863
63,-70,6963
63,-71,7063
63,-72,7163
63,-73,7263
63,-74,7363
63,-75,7463
63,-76,7563
63,-77,7663
63,-78,7763
63,-79,7863
63,-80,7963
64,-25,2464
64,-26,2564
64,-27,2664
64,-28,2764
64,-29,2864
64,-30,2964
64,-31,3064
64,-32,3164
64,-33,3264
64,-34,3364
64,-35,3464
64,-36,3564
64,-37,3664
64,-38,3764
64,-39,3864
64,-40,3964
64,-41,4064
64,-42,4164
64,-43,4264
64,-44,4364
64,-45,4464
64,-46,4564
64,-47,4664
64,-48,4764
64,-49,4864
64,-50,4964
64,-51,5064
64,-52,5164
64,-53,5264
64,-54,5364
64,-55,5464
64,-56,5564
64,-57,5664
64,-58,5764
64,-59,5864
64,-60,5964
64,-61,6064
64,-62,6164
64,-63,6264
64,-64,6364
64,-65,6464
64,-66,6564
64,-67,6664
64,-68,6764
64,-69,6864
64,-70,6964
64,-71,7064
64,-72,7164
64,-73,7264
64,-74,7364
64,-75,7464
64,-76,7564
64,-77,7664
64,-78,7764
64,-79,7864
64,-80,7964
65,-25,2465
65,-26,2565
65,-27,2665
65,-28,2765
65,-29,2865
65,-30,2965
65,-31,3065
65,-32,3165
65,-33,3265
65,-34,3365
65,-35,3465
65,-36,3565
65,-37,3665
65,-38,3765
65,-39,3865
65,-40,3965
65,-41,4065
65,-42,4165
65,-43,4265
65,-44,4365
65,-45,4465
65,-46,4565
65,-47,4665
65,-48,4765
65,-49,4865
65,-50,4965
65,-51,5065
65,-52,5165
65,-53,5265
65,-54,5365
65,-55,5465
65,-56,5565
65,-57,5665
65,-58,5765
65,-59,5865
65,-60,5965
65,-61,6065
65,-62,6165
65,-63,6265
65,-64,6365
65,-65,6465
65,-66,6565
65,-67,6665
65,-68,6765
65,-69,6865
65,-70,6965
65,-71,7065
65,-72,7165
65,-73,7265
65,-74,7365
65,-75,7465
65,-76,7565
65,-77,7665
65,-78,7765
65,-79,7865
65,-80,7965
66,-25,2466
66,-26,2566
66,-27,2666
66,-28,2766
66,-29,2866
66,-30,2966
66,-31,3066
66,-32,3166
66,-33,3266
66,-34,3366
66,-35,3466
66,-36,3566
66,-37,3666
66,-38,3766
66,-39,3866
66,-40,3966
66,-41,4066
66,-42,4166
66,-43,4266
66,-44,4366
66,-45,4466
66,-46,4566
66,-47,4666
66,-48,4766
66,-49,4866
66,-50,4966
66,-51,5066
66,-52,5166
66,-53,5266
66,-54,5366
66,-55,5466
66,-56,5566
66,-57,5666
66,-58,5766
66,-59,5866
66,-60,5966
66,-61,6066
66,-62,6166
66,-63,6266
66,-64,6366
66,-65,6466
66,-66,6566
66,-67,6666
66,-68,6766
66,-69,6866
66,-70,6966
66,-71,7066
66,-72,7166
66,-73,7266
66,-74,7366
66,-75,7466
66,-76,7566
66,-77,7666
66,-78,7766
66,-79,7866
66,-80,7966
67,-25,2467
67,-26,2567
67,-27,2667
67,-28,2767
67,-29,2867
67,-30,2967
67,-31,3067
67,-32,3167
67,-33,3267
67,-34,3367
67,-35,3467
67,-36,3567
67,-37,3667
67,-38,3767
67,-39,3867
67,-40,3967
67,-41,4067
67,-42,4167
67,-43,4267
67,-44,4367
67,-45,4467
67,-46,4567
67,-47,4667
67,-48,4767
67,-49,4867
67,-50,4967
67,-51,5067
67,-52,5167
67,-53,5267
67,-54,5367
67,-55,5467
67,-56,5567
67,-57,5667
67,-58,5767
67,-59,5867
67,-60,5967
67,-61,6067
67,-62,6167
67,-63,6267
67,-64,6367
67,-65,6467
67,-66,6567
67,-67,6667
67,-68,6767
67,-69,6867
67,-70,6967
67,-71,7067
67,-72,7167
67,-73,7267
67,-74,7367
67,-75,7467
67,-76,7567
67,-77,7667
67,-78,7767
67,-79,7867
67,-80,7967
68,-25,2468
68,-26,2568
68,-27,2668
68,-28,2768
68,-29,2868
68,-30,2968
68,-31,3068
68,-32,3168
68,-33,3268
68,-34,3368
68,-35,3468
68,-36,3568
68,-37,3668
68,-38,3768
68,-39,3868
68,-40,3968
68,-41,4068
68,-42,4168
68,-43,4268
68,-44,4368
68,-45,4468
68,-46,4568
68,-47,4668
68,-48,4768
68,-49,4868
68,-50,4968
68,-51,5068
68,-52,5168
68,-53,5268
68,-54,5368
68,-55,5468
68,-56,5568
68,-57,5668
68,-58,5768
68,-59,5868
68,-60,5968
68,-61,6068
68,-62,6168
68,-63,6268
68,-64,6368
68,-65,6468
68,-66,6568
68,-67,6668
68,-68,6768
68,-69,6868
68,-70,6968
68,-71,7068
68,-72,7168
68,-73,7268
68,-74,7368
68,-75,7468
68,-76,7568
68,-77,7668
68,-78,7768
68,-79,7868
68,-80,7968
69,-25,2469
69,-26,2569
69,-27,2669
69,-28,2769
69,-29,2869
69,-30,2969
69,-31,3069
69,-32,3169
69,-33,3269
69,-34,3369
69,-35,3469
69,-36,3569
69,-37,3669
69,-38,3769
69,-39,3869
69,-40,3969
69,-41,4069
69,-42,4169
69,-43,4269
69,-44,4369
69,-45,4469
69,-46,4569
69,-47,4669
69,-48,4769
69,-49,4869
69,-50,4969
69,-51,5069
69,-52,5169
69,-53,5269
69,-54,5369
69,-55,5469
69,-56,5569
69,-57,5669
69,-58,5769
69,-59,5869
69,-60,5969
69,-61,6069
69,-62,6169
69,-63,6269
69,-64,6369
69,-65,6469
69,-66,6569
69,-67,6669
69,-68,6769
69,-69,6869
69,-70,6969
69,-71,7069
69,-72,7169
69,-73,7269
69,-74,7369
69,-75,7469
69,-76,7569
69,-77,7669
69,-78,7769
69,-79,7869
69,-80,7969
70,-25,2470
70,-26,2570
70,-27,2670
70,-28,2770
70,-29,2870
70,-30,2970
70,-31,3070
70,-32,3170
70,-33,3270
70,-34,3370
70,-35,3470
70,-36,3570
70,-37,3670
70,-38,3770
70,-39,3870
70,-40,3970
70,-41,4070
70,-42,4170
70,-43,4270
70,-44,4370
70,-45,4470
70,-46,4570
70,-47,4670
70,-48,4770
70,-49,4870
70,-50,4970
70,-51,5070
70,-52,5170
70,-53,5270
70,-54,5370
70,-55,5470
70,-56,5570
70,-57,5670
70,-58,5770
70,-59,5870
70,-60,5970
70,-61,6070
70,-62,6170
70,-63,6270
70,-64,6370
70,-65,6470
70,-66,6570
70,-67,6670
70,-68,6770
70,-69,6870
70,-70,6970
70,-71,7070
70,-72,7170
70,-73,7270
70,-74,7370
70,-75,7470
70,-76,7570
70,-77,7670
70,-78,7770
70,-79,7870
70,-80,7970
71,-25,2471
71,-26,2571
71,-27,2671
71,-28,2771
71,-29,2871
71,-30,2971
71,-31,3071
71,-32,3171
71,-33,3271
71,-34,3371
71,-35,3471
71,-36,3571
71,-37,3671
71,-38,3771
71,-39,3871
71,-40,3971
71,-41,4071
71,-42,4171
71,-43,4271
71,-44,4371
71,-45,4471
71,-46,4571
71,-47,4671
71,-48,4771
71,-49,4871
71,-50,4971
71,-51,5071
71,-52,5171
71,-53,5271
71,-54,5371
71,-55,5471
71,-56,5571
71,-57,5671
71,-58,5771
71,-59,5871
71,-60,5971
71,-61,6071
71,-62,6171
71,-63,6271
71,-64,6371
71,-65,6471
71,-66,6571
71,-67,6671
71,-68,6771
71,-69,6871
71,-70,6971
71,-71,7071
71,-72,7171
71,-73,7271
71,-74,7371
71,-75,7471
71,-76,7571
71,-77,7671
71,-78,7771
71,-79,7871
71,-80,7971
72,-25,2472
72,-26,2572
72,-27,2672
72,-28,2772
72,-29,2872
72,-30,2972
72,-31,3072
72,-32,3172
72,-33,3272
72,-34,3372
72,-35,3472
72,-36,3572
72,-37,3672
72,-38,3772
72,-39,3872
72,-40,3972
72,-41,4072
72,-42,4172
72,-43,4272
72,-44,4372
72,-45,4472
72,-46,4572
72,-47,4672
72,-48,4772
72,-49,4872
72,-50,4972
72,-51,5072
72,-52,5172
72,-53,5272
72,-54,5372
72,-55,5472
72,-56,5572
72,-57,5672
72,-58,5772
72,-59,5872
72,-60,5972
72,-61,6072
72,-62,6172
72,-63,6272
72,-64,6372
72,-65,6472
72,-66,6572
72,-67,6672
72,-68,6772
72,-69,6872
72,-70,6972
72,-71,7072
72,-72,7172
72,-73,7272
72,-74,7372
72,-75,7472
72,-76,7572
72,-77,7672
72,-78,7772
72,-79,7872
72,-80,7972
73,-25,2473
73,-26,2573
73,-27,2673
73,-28,2773
73,-29,2873
73,-30,2973
73,-31,3073
73,-32,3173
73,-33,3273
73,-34,3373
73,-35,3473
73,-36,3573
73,-37,3673
73,-38,3773
73,-39,3873
73,-40,3973
73,-41,4073
73,-42,4173
73,-43,4273
73,-44,4373
73,-45,4473
73,-46,4573
73,-47,4673
73,-48,4773
73,-49,4873
73,-50,4973
73,-51,5073
73,-52,5173
73,-53,5273
73,-54,5373
73,-55,5473
73,-56,5573
73,-57,5673
73,-58,5773
73,-59,5873
73,-60,5973
73,-61,6073
73,-62,6173
73,-63,6273
73,-64,6373
73,-65,6473
73,-66,6573
73,-67,6673
73,-68,6773
73,-69,6873
73,-70,6973
73,-71,7073
73,-72,7173
73,-73,7273
73,-74,7373
73,-75,7473
73,-76,7573
73,-77,7673
73,-78,7773
73,-79,7873
73,-80,7973
74,-25,2474
74,-26,2574
74,-27,2674
74,-28,2774
74,-29,2874
74,-30,2974
74,-31,3074
74,-32,3174
74,-33,3274
74,-34,3374
74,-35,3474
